date,content,hours,minutes,memo,tag
2025-06-11,ミニゲーム開発（Dockerの導入: Docker Desktopのインストール、docker-compose.ymlの作成、init.sqlの作成、.envの作成）,5,30,"VMとコンテナの違いを考えてみた。
＊VMは行列のできる有名料理店。
フルコースで出てくる。お店にいかなきゃ食べられなくて、予約/行列待ちで食べるまでに時間がかかる。問題が起こったらお店ごと閉めなきゃいけない。店舗間で細かな差異があるから、同じレシピを使っても全く同じ味にはならない。
＊コンテナはその有名店のシェフ監修のレトルト食品。
どこでも買えてすぐに食べられる。有名店の味に近づけてあって、誰でもいつでも同じ味を再現できる。不具合があってもその商品だけ回収すれば良くて、キッチンや電子レンジを取り替える必要はない。新しい商品を買えばまたすぐに食べられる。

もしくは、
＊VMはゲーセンにある筐体。
ゲーセンに行かないと遊べないし、1台1台が高い。不具合があったらまるごと回収して、1台1台修理しなきゃいけない。
＊コンテナは家庭用ゲーム機のソフト。
本体があればどこでも遊べて、安い。不具合があってもソフトだけ直せば良い。DL版なら一斉に反映できる。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis, #Docker"
2025-06-10,ミニゲーム開発（コーディング: リファクタリング、パッケージ&クラス構成の見直し）,7,45,"パッケージ&クラス構成の見直しは概ね完了した！ ちゃんと責任分離できていると思う。パッケージは少し分けすぎている気もするので、最終確認のときにもう一度見直すことにして、一旦これでいく！
明日はようやくDockerに着手。完成が見え始めてきたぞ！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-09,ミニゲーム開発（コーディング: リファクタリング、演出の微調整、パッケージ&クラス構成の見直し（途中））,4,15,責任の振り分けをしながら構成を見直して、リファクタリングして実行→処理的に問題なくても気になったところを調整…と繰り返しているので、あまり進捗が目に見えないけど、ここは丁寧に確認したいので焦らず地道にコツコツ進める！ 明日も引き続き構成の見直しとリファクタリング！,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-08,ミニゲーム開発（コーディング: リファクタリング、バグの修正、エラーの修正、パッケージ&クラス構成の見直し（途中））,5,45,"バグを発見してしまって、その修正と実行確認、付随したエラーの修正と実行確認、微調整と実行確認…って感じで結構時間を取られてしまった💦
構成の見直しはまだ途中で、変更するところが出てくる見込み。良い感じに整理したい！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-06-07,ミニゲーム開発（コーディング: 初回クリア時の演出）,0,30,ほとんどPCに向かえなかったけど、初回クリア時の演出の微調整&実行確認はなんとかできた！,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-06,ミニゲーム開発（コーディング: 初回プレイ時の演出、サウンドエフェクトの追加、パーティクルエフェクトの追加、初回クリア時の演出（途中））,6,45,サウンドエフェクト、パーティクルエフェクトは通しで追加&確認できた。これで確定で良いと思う。初回プレイ時の演出もOK！ 良い感じにできて気に入ってる☺️ 初回クリア時の演出も実装&実行確認はできたので、DBのレコードを削除して分岐の確認ができれば完了！,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-05,ミニゲーム開発（コーディング: リファクタリング、初回プレイ時の演出（途中）、サウンドエフェクトの追加（途中）、パーティクルエフェクトの追加）,6,30,"サウンドエフェクトは本編もほぼ実装できて、残りはゲーム終了前のカウントダウンと終了時の2箇所。何種類かを組み合わせて&ずらして、完全イメージどおりとまではいかないけど、なんとかそれっぽい感じにはなったかなと思う。
初回プレイ時の演出は、DBのレコード削除して実行確認する。
パーティクルエフェクトはもともと入れていたものに加えて、ゲーム開始時と終了時にも追加した。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-04,ミニゲーム開発（コーディング: リファクタリング、スコアリストの表示フォーマットの調整、初回プレイ時の演出（途中）、サウンドエフェクトの追加（途中））,6,15,"スコアリストの表示、ガタガタに見えるのが気になったので、String.format()を使い、ヘッダー部分と併せて何度も微調整を重ねてできるだけ綺麗に見えるようにした。初回プレイ時の演出の中身は概ねできたので、条件分岐を加えて初回プレイ時のみ実行、それ以外は通常のゲーム開始、にする。
サウンドエフェクトは前述の演出部分のみ実装できた。サウンドの種類が多い&ボリュームとピッチのバランスが難しくてかなり悩んだ。何度も試して、なんとかこんな感じか？と思うもので着地。通しでプレイしたらまた印象変わるかもしれないけど、ひとまずは決定！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-03,ミニゲーム開発（コーディング: リファクタリング、難易度の調整、スコアボードの設置・更新、各種スコアリストの取得・表示）,6,45,"難易度調整は、迷ったけどNORMALとHARDの制限時間伸ばして着地。やっと良い感じのバランスになった！
スコアボード周りも実装できた。スコアリスト周りは、ひとまず一覧、全体ランキング、難易度別ランキングの5つに絞った。クリックとコマンドどちらからでも表示可。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-02,ミニゲーム開発（コーディング: リファクタリング、ハイスコア&自己ベスト更新メッセージ、難易度の調整（途中））,5,0,"ハイスコア&自己ベスト更新メッセージは実装できた。sendTitle()で表示する。スコアリストは全部ランキング形式のTOP5にして一覧、難易度別の4種類で良いのでは？と思えてきた。マルチプレイなら個人も欲しいけど、実質ソロプレイになるから表示内容被るもんなぁ、と。
再びの難易度調整。クリアできるイージーが一番高得点になるのは解せなかったので、難易度別に獲得ポイントを変えて、ノーマルとハードはそれぞれ倍率を変えてコンボボーナスも付与した。時間内にクリアした場合の加算倍率も変える予定（だがしかし、ノーマルとハードのクリアは現状ほぼ無理）。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-06-01,ミニゲーム開発（コーディング: リファクタリング、mapperを分割、スコアメニューの作成（途中）、ゲームメニューのクリックイベントを実装（途中））,4,0,"スコアメニューを作るにあたり、mapperのコード量が増えると見越してmapperとmapperのメソッドを呼ぶクラスをふたつに分けて、sessionはMainで代入して渡す方法に変更。Mainから渡すものが増えてきたので、プレイ中のデータの持ち方も一部変更した。
クリックイベントは、スコアメニュー（まだ空）を開く、難易度別にゲームを開始する、は実装できた。すでにゲーム開始中の場合はゲームニューを開けないようにする制限も実装済み。
スコアメニューはまだ表示する種類で迷ってる。一覧、難易度別一覧、個人（マルチプレイ対応の場合）はマストとして、個人は一覧and/or難易度別をどうするか、ソートは一覧なら登録順、スコア順だけで良いと思うけど、TOP5で絞るケースも作るならやっぱり新着順も欲しいかも、と悩み中🤔
スコアメニューは一旦保留にして、別の詰めを先にしたほうが良いかも。自己ベスト（マルチプレイ対応の場合）、ハイスコアを記録したときにスコア表示と合わせて表記できたら良いなと思ったのでそこに着手しようかな。今週中にコード完成、来週中に最終確認&全体完成を目標に進める！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-05-31,ミニゲーム開発（コーディング: リファクタリング、ゲームメニューの作成、難易度の選択を制限、ゲームメニューのクリックイベントを実装（途中））,3,0,"昨日のエラーは想定どおりに解消できた！ 引数で難易度を指定する場合も、選択を制限する（EASYをプレイしないとNORMALをプレイできない）ようにした。メニューはクリックイベントでスコアメニューを開く、難易度別にゲーム開始（選択制限付）、などを実装予定。
スコアメニューは、フィルター：一覧、難易度別（、個人、TOP5or10）、ソート：登録順、新着順、スコア順、あたりで考えているけど、フィルター×ソートを加味すると多くなるから、項目ボタンをクリックで表示するじゃなくて、項目ボタンはON/OFF切り替えにして表示ボタンを別で設けるのもありかも🤔","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-05-30,ミニゲーム開発（コーディング: リファクタリング、ゲームメニューの作成（途中））,5,45,"ゲームメニューをGUIで作成するのに伴い、下の難易度をプレイしないと上の難易度をプレイできないようにしようと思って、DBに進捗テーブルを追加。接続時にエラーが出て、パラメーターが見つからないという内容だったので、調べて@ paramをつけて解決。
booleanを返したい部分で、まだレコードがないからヌルポが発生。null対策としてbooleanじゃなくてBooleanにして、呼び出し元で分岐処理をしてみる。ここが上手くいけばゲームメニューは固められるはず。そしたらスコアリスト表示のソート、フィルターあたりを詰めていきたい！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-05-29,ミニゲーム開発（コーディング: リファクタリング、開始前&終了後のカウントダウン、残り時間を表示するボスバー、ゲームメニューの作成（途中））,5,45,"開始前カウントダウンとエンティティを出現させるタイミング、ゲームの制限時間カウント、の組み合わせ方に少し悩んだ。カウントダウンは別枠だよなと思って、エンティティの出現をゲームの制限時間カウント内に入れ込む（ゲームタイム==イニシャルタイム時に呼び出す）形にした。
コマンド実行だけじゃなくて、GUIから難易度やリスト表示を選択して実行できるようにする。リストはソート表示やフィルター表示もできるようにしたいけど、そうなるとソート×フィルターもしたくなるならメニューにどう落とし込むか悩む🤔","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-28,ミニゲーム開発（コーディング: DB接続（スコアリストの取得、スコア情報の追加）、リファクタリング）,3,30,DB周りは、講義を復習しつつ、スターターガイドを確認しながら実装。リストの取得もスコアの追加も無事できた！ ソートやフィルター、Dockerの使用も挑戦したいけど一旦保留。まずは別のところを詰めていきたい。,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell, #MySQL, #MyBatis"
2025-05-28,抽象クラスについて調べた,1,0,抽象クラスには、内容は決まっていないけど実行することは決まっているメソッドを書いておける。抽象クラスに必要なメソッドをかいておくことで、あとから定義して実装してもらうことができる。チーム開発では重要！,#Java
2025-05-27,ミニゲーム開発（コーディング: バグ・エラー修正、リファクタリング、ゲームの難易度を設定、スペシャルエンティティを設定）,8,30,"昨日のエラーは解消できた！ スペシャルエンティティの特殊効果の設定も、エラー出て手こずったけどなんとか解決！ 難易度はまだ調整する必要がありそう。いっそEpicを作って4段階にするのもありかも？ ファクタリリングは各所メソッド抽出したのと、BaseCommandを作ってonCommandをなくした。
抽象クラスはまだ理解が浅いのでもっと深めたい。Eventでifの早期リターンを重ねている部分にも使えるのかな？っていうのは講義のときからの疑問なので、調べてみる。引数で難易度を取得する部分も実装した。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-26,ミニゲーム開発（コーディング: バグ修正（途中）、ゲームの難易度を設定する（途中）、スペシャルエンティティを設定する（途中））,4,15,"被らない座標の取得は実装できて、それによって難易度も少し調整できた！ でもやっぱりまだ難しすぎるので、もう少しなんとかしたい。たまにエラーが出るときやエラーは出ないけどおかしな挙動をすることがあって、エラーの場合は場所と原因はわかるものの、どうしてそうなるときがあるのかわからず🤔
ひとまずアプローチを変えてみた。前のコードでもエラーが出るときと出ないときがあったので、何度か試して様子を見たい。直した部分と関連する部分の動きがおかしかったので、確認する！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-25,ミニゲーム開発（コーディング: リファクタリング、ゲームの難易度を設定する（途中）、スペシャルエンティティを設定する（途中））,5,45,"昨日は位置被っても面白いかもと思ったけど、何度か試してみたらやたらと被るときもあって煩わしいなと思ったので、やっぱり被らないようにしたい。GameDifficultyを列挙してるenumにxListとyListも加えて、spawn開始前にshuffleして頭からremoveしていけばいけそうかな🤔 明日試してみる！
難易度のレベル設定が難しくて、こんな感じかなと思っていた設計だと、
EASY=簡単。
NORMAL=めちゃめちゃ難しい。頑張れば数ペアできる。
HARD=ただクリックするゲーム。運が良ければペアできるかもね。
みたいになってしまっているので、もうちょっといい感じに調整したい💦

《メモ》
Stream APIの.limit()、.filter()、.flatMap()を組み合わせてペアのenumから難易度別にペアリストを生成することに成功。.flatMap()は同じ要素をふたつずつ、などができて便利。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-24,ミニゲーム開発（コーディング: リファクタリング、エフェクトをつける、ゲームの難易度を設定する（途中））,5,45,難易度によってspawn位置も変えようと思って（easyは規則的、normalとhardはランダム）、位置が被らないようにSplittableRandom()じゃなくてある範囲の数字でList作ってCollections.shuffle()して頭から取っていくのもありか？と試してみたけど、どこでList作ってどこでshuffleするかも悩むし、位置が被るのもそれはそれで面白いかも（LivingEntityなので上書きはされない&setAIはいじってないので押せば動かせる）と思って、結局SplittableRandom()を採用。出現させたEntityの管理あたりはもう少し詰めたほうが良さそう。ペア登録も要件を満たしているか心配になってきたから見直したい。,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-23,ミニゲーム開発（コーディング: 連続して右クリックしたEntityを判定、ペアが揃ったEntityを消滅させる、ペアを揃えるとスコアを獲得）,6,15,"ペア判定の部分、クリックでEntitiyを入れ替えて揃わなかったら元のEntityに戻す、というような処理にしていたのでデータのキャッシュの部分で少し躓いてエラー吐いてたけど無事解決！
スコアを獲得する部分は、lombokのSetterは使わずにaddScore()メソッドにした。
機能要件として「マルチプレイの考慮は不要」と指定があるけど、非機能要件として考慮しても良いのだろうか🤔
マルチプレイ対応にする場合、講義ではList<PlayerData>で管理してたけどMap<UUID, PlayerData>にしなかったのはなぜだろう、と考えていた🤔
処理速度はListの.stream().filter()よりMapの.get()のほうがO(1)だから速いはず。メモリ使用量はList<Mapだけど、スコアはDB登録だしミニゲームプレイ中の一時的なキャッシュだからそこまで食わないはず（実務では何人まで同時プレイ可能かのテストは必要と思われる）。可読性もMapのほうが高そう🤔
一時的なキャッシュだからこそわざわざMapで持たなくても、というのもありそう🤔 難しい。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-22,ミニゲーム開発（コーディング: コマンド実行でEntityを出現、出現させるEntityをペア登録（途中）、連続して右クリックしたEntityを判定（途中））,7,15,"昨日の位置が被る問題は、座標の指定方法を変えたら解決した！
Entityのペア登録も実装してはみたものの、そもそも何を以てして「ペアとして登録されている」といえるのか、という疑問が🤔
右クリックしたEntityの判定も実装したけど、ちょっと挙動が怪しい部分があったので、明日確認して修正する！","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-21,ミニゲーム開発（アイディア出し、コンセプト固め、コーディング: コマンド実行でEntityを出現（途中）、出現Entityのコンディションを設定、制限時間を設定）,7,30,"ノーマルは規則的な位置にspawnさせようと思ったらなぜか位置が被る子たちが🤔 もう一度確認してみる。
エンティティのコンディション設定はいくつか試して、いい感じに落ち着いた。","#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-20,職務経歴書の作成,0,30,,#就職活動
2025-05-20,Javaコース（リスキリング） 総復習テスト（中級編）,0,15,,#Java
2025-05-20,Javaコース 上級 ミニゲーム開発編（テーマ選択、要件定義、機能設計）,4,15,テーマは「神経衰弱」を選択。要件定義〜機能設計（願望も入ってる😅）までをざっと洗い出した（もっと細かいほうが良いかな🤔）。,"#Java, #Minecraftプラグイン開発, #個人開発, #BreakSpell"
2025-05-19,Javaコース 初級 Day1追加カリキュラム（学習ログの付け方を学ぼう）,3,0,,
2025-05-19,職務経歴書の作成,4,0,,#就職活動
2025-05-18,Javaコース 初級編の復習,3,0,,"#Java, #Minecraftプラグイン開発"
2025-05-18,職務経歴書の作成,0,30,,#就職活動
2025-05-17,オリジナルプラグイン開発（GitHubから不要なファイルを削除、Javadocの修正）,4,0,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-17,職務経歴書の作成,0,45,,#就職活動
2025-05-17,先輩受講生の方々のインタビュー動画を視聴,0,45,,#就職活動
2025-05-16,オリジナルプラグイン開発（プレイ動画の収録&編集、README完成、GitHubへリポジトリをpush）,5,45,余計なファイルまですべてpushしてしまったので、不要そうなものを確認して削除する！,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-16,先輩受講生の方々のGitHub巡り,1,0,,"#Java, #Minecraftプラグイン開発"
2025-05-15,オリジナルプラグイン開発（リファクタリング、プレイ動画の収録&編集）,5,15,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-15,先輩受講生の方々のGitHub巡り,1,0,,"#Java, #Minecraftプラグイン開発"
2025-05-14,職務経歴書の作成,0,30,,#就職活動
2025-05-14,オリジナルプラグイン開発（READMEの作成）,1,15,,"#Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-13,自己分析、職務経歴書の作成,2,0,,#就職活動
2025-05-13,オリジナルプラグイン開発（READMEの作成）,4,15,,"#Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-12,Javaコース 中級 プラグイン開発編 Day37（現場での開発の流れ(V字モデル / ウォーターフォール / アジャイル / スクラム)）,0,45,,#Mermaid
2025-05-12,Javaコース 中級 プラグイン開発編 Day38（3層構造、MVC）,0,45,,#Java
2025-05-12,Javaコース 中級 プラグイン開発編 Day39（プラグイン開発編のまとめと現場に出ることの大事さ）,0,30,,#Java
2025-05-12,オリジナルプラグイン開発（開発メモの整理、READMEの作成）,2,0,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-11,Javaコース 中級 プラグイン開発編 Day35（テスト設計、テスト手法）,1,0,「三角形の種類を判定するアプリケーション」として実行するべきテストの内容を考えて、シンプルなアプリでも多数のテストが必要だということを実感。SQLインジェクションやXSSに関する記事もいくつか読んだ。,#Java
2025-05-11,Javaコース 中級 プラグイン開発編 Day36（現場で使われるテスティングフレームワーク(JUnit)とその機能）,1,30,JUnitの導入に少し躓いた（最新バージョンを調べた結果、いろいろと記事を見すぎてtestImplementationとして書く内容に迷う）けど、IntelliJの公式ドキュメントを読んで解決！ 初めから公式ドキュメントを確認するべきでした。,"#Java, #JUnit, #Mockito"
2025-05-11,オリジナルプラグイン開発（開発メモの整理）,6,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-10,Javaコース 中級 プラグイン開発編 Day33（ゲームを作りながら学ぶ Java実践 DB⑤「DB周りの処理をリファクタリング」）,1,0,,"#Java, #Minecraftプラグイン開発, #MySQL, #MyBatis"
2025-05-10,Javaコース 中級 プラグイン開発編 Day34（ビルドツール解説(Maven / Gradle)）,0,30,,#Java
2025-05-10,DAY34の延長で、Gradleに関する記事を読んだ,0,45,,#Gradle
2025-05-09,Javaコース 中級 プラグイン開発編 Day31の課題,0,45,,"#Java, #Minecraftプラグイン開発, #MySQL, #MyBatis"
2025-05-09,Javaコース 中級 プラグイン開発編 Day32（ゲームを作りながら学ぶ Java実践 DB④「JDBCを使っていたInsertをMyBatisに変更」）,1,0,,"#Java, #Minecraftプラグイン開発, #MySQL, #MyBatis"
2025-05-09,オリジナルプラグイン開発（開発メモの整理）,2,0,開発メモの綺麗化。コードから手を離して設計の整理をしていると、ここはこうするべきだよなぁと改良点が見つかった（実装中も気になっていた）ので、READ MEのための整理を優先しつつ（最優先は講義）、公開前にコードも直したい！,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-08,Javaコース 中級 プラグイン開発編 Day31（ゲームを作りながら学ぶ Java実践 DB③「JDBCを使っていたSelectをMyBatisに変更」）,1,0,,"#Java, #Minecraftプラグイン開発, #MySQL, #MyBatis"
2025-05-07,Javaコース 中級 プラグイン開発編 Day29（ゲームを作りながら学ぶ Java実践 DB②「JDBCを使ったスコア情報の登録」）,1,0,"《メモ》
＊SQLはシングルクォーテーションで囲われたものを文字列とみなす","#Java, #Minecraftプラグイン開発, #MySQL, #MyBatis"
2025-05-07,Javaコース 中級 プラグイン開発編 Day30（データベースを利用するときに便利なO/Rマッパー）,0,30,,#Java
2025-05-07,オリジナルプラグイン開発（開発メモの整理、READMEの検討）,3,0,設計と開発メモなどに使っていたNotionの整理（綺麗化）。引き続き綺麗化しつつ、先輩受講生の方々のGitHubを参考にさせていただきながらREAD MEを考える。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-06,オリジナルプラグイン開発（リファクタリング、機能修正）,8,30,,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-05,Javaコース 中級 プラグイン開発編 Day28（ゲームを作りながら学ぶ Java実践 DB①「JDBCを使ったシンプルなSelect」）,0,45,"《メモ》
＊MySQLのurlは”jdbc:mysql://<ホスト名>:<ポート番号>/<データベース名>”
＊ポート番号はログイン後にSHOW VARIABLES LIKE ‘port’;で確認できる
＊SELECT Host, User FROM mysql.user;でユーザー一覧を確認できる
＊statusで諸々の情報を確認できる","#Java, #Minecraftプラグイン開発, #MySQL"
2025-05-05,オリジナルプラグイン開発（リファクタリング）,4,45,リファクタリングを重ねてかなり見通しが良くなって、ここはこのほうが良いのでは？と見つかるようになってきた。だいぶスッキリしたと思うけど、まだ直せそうなところがあるのでもう少し手を加えたい。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-04,オリジナルプラグイン開発（マイクラプラグイン開発・リファクタリング、クラス&パッケージ構成の見直し）,4,30,パッケージ分類とクラスの分割をしたら少し見通しが良くなってきた。変数の宣言や代入、クラス参照あたりがごちゃっとしているのが気になっているので、引き続きクラスの分割をしつつ、メソッド抽出/インライン化の見直しもしたい,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-03,Javaコース 中級 プラグイン開発編 Day27（MySQLのインストールと動作確認、簡単なSQLの実践）,1,0,Homebrew、MySQLともにインストール時に少し躓いたけど、ターミナルに表示されたメッセージをしっかり読んだらすぐに解決した。SQLの構文は以前ちょっとだけかじったことがあったけど、改めて見たらやっぱりスプシのQUERY関数に似ていると思うので、とっつきやすいかもしれない。,#MySQL
2025-05-03,オリジナルプラグイン開発（マイクラプラグイン開発・リファクタリング、クラス&パッケージ構成の見直し）,3,15,処理の微調整とリファクタリングをした。クラスとパッケージの構成も一部見直しを行った。早い段階で実装した部分は特にごちゃっとしてしまっている気がするので、メソッドの整理もしたい。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-02,Javaコース 中級 プラグイン開発編 Day26（データベース(RDBMS / SQL / トランザクション / JDBC)）,0,45,,"#Java, #Minecraftプラグイン開発"
2025-05-02,オリジナルプラグイン開発（図鑑GUIを実装、リファクタリング）,5,0,"機能要件はすべて落とし込めたはず。非機能要件もいくつか実装済みだから、あとはひたすらリファクタリング&どこまで非機能要件を実現できるか🤔
面白いところ（たぶん）まで持っていくには全アイテムをいろいろな項目に分けて分類するというコードと関係ない部分での下準備が必要になると思っているので、そこに関しては機能追加としていずれアップデートする形にしたい。ので、まずはあまり面白くない段階で公開するかもしれない🙄","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-05-01,Javaコース 中級 プラグイン開発編 Day25（ゲームを作りながら学ぶ Java実践 機能拡張「難易度の追加、状態異常初期化」）,1,0,"《要点》
💡扱いたいものが何かによって、それに名前（クラス）をつける！","#Java, #Minecraftプラグイン開発"
2025-05-01,オリジナルプラグイン開発（図鑑GUIを実装）,3,45,"せっかくクラスを作ったのにStringのままにしてしまっていたものがあることに気付き、扱いたいものに合わせた型に修正。編集ボタンは一旦スポーンエッグにする方向で進めることにした。タマゴだらけになるけど、不自然ではないと思う（思いたい）。
調整中にエラーが出ないのに上手く動かなくなって、コードを確認してもう一度試そうとリロードしたらサーバーエラーで立ち上がらず💦 エラーメッセージを読んで当たりをつけてから調べたら、session.lockというファイルが生成されていたのが原因だとわかったので削除して立ち上げ直し、無事復活😌","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-30,Javaコース 中級 プラグイン開発編 Day24（ゲームを作りながら学ぶ Java実践 リファクタリング④「ゲーム終了後にスコアが入らないようにする」）,1,0,"《メモ》
＊Optionalはnullを許容するオブジェクト","#Java, #Minecraftプラグイン開発"
2025-04-30,オリジナルプラグイン開発（図鑑GUIを実装）,5,15,"至るところでnullチェックしているので、どこかしらでOptional使えそうなら使ってみたい。
null回避していたつもりだったけど、思わぬところでエラーが出てしまったので要解消😫
サバイバルモードで通常入手できないマテリアルを編集ボタンに使いたくてコマンドブロック3種を入れていたけど、Loreの警告文を消せないことがわかったのでまた考え直さねば。メニューボタンはスポーンエッグで統一したから、編集ボタンもスポーンエッグにするかなぁ🤔","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-29,Javaコース 中級 プラグイン開発編 Day23（ゲームを作りながら学ぶ Java実践 リファクタリング③「周囲の敵を消すのを、出現させた敵に限定する」）,0,45,,"#Java, #Minecraftプラグイン開発"
2025-04-29,オリジナルプラグイン開発（図鑑GUIを実装）,6,45,メニュー遷移はenumでまとめてみることにした。分岐が多いのは仕方ないと思うけど（たぶん）、これで少しはスッキリするはず！ GUIに入ってから体感的には全然進んでなくてやきもきするけど、ひとつひとつ解決できているので地道に頑張る。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-28,Javaコース 中級 プラグイン開発編 Day22（ゲームを作りながら学ぶ Java実践 リファクタリング②「様々なリファクタリング」）,1,0,"《メモ》
＊何のためにこのコードを書いているのか、意図が伝わらないもの、疑問が解決しないものはリファクタリングすべき
＊細かい部分から綺麗にしていき、見通しを良くしていく！","#Java, #Minecraftプラグイン開発"
2025-04-28,オリジナルプラグイン開発（図鑑GUIを実装）,5,0,GUIのメニューのクリックイベントがif地獄×switch-case地獄（GUI2画面×メニューボタン9個（+クリック時の状況による分岐））になっているので、スッキリは難しいかもしれないけど、できるだけわかりやすくなるようにしたい。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-27,Javaコース 中級 プラグイン開発編 Day21（ゲームを作りながら学ぶ Java実践 リファクタリング①「onCommandをなくす」）,1,0,コマンド実行だけじゃなくてイベント発火でもinstanceOfを中心にif文から始まることって結構あると思うのだけど、それも抽象クラスでスッキリするのだろうか🤔 抽象クラスをまだちゃんと理解できていないから、まずは今までどおりガード節を使ってネストが深くならないように工夫する方向で進める。,"#Java, #Minecraftプラグイン開発"
2025-04-27,オリジナルプラグイン開発（図鑑GUIを実装）,3,15,"ソートの分岐に手こずった。複雑な処理が増えてきているので一歩一歩進めたい。

《メモ》
＊元のList自体を並び替えたいときは、list.sort(Comparator.comparing(リストの要素->並び替える基準)でソートできる
＊元のリストを保持したい場合は、List<> sortedList=list .stream().sorted(Comparator.comparing(要素->基準)).collect(Collectors.toList())でソートできる
＊ベルトコンベアに次々に要素を流す→条件に合わせてひとつずつ処理を実行→要素を再び集めてリストにまとめるイメージ","#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
2025-04-26,Javaコース 中級 プラグイン開発編 Day20（ゲームを作りながら学ぶ Java実践⑨ 「ゲーム終了後に周辺の敵を削除」）,0,45,"《工夫したところ》
＊講義のなかでもうひとつの方法として挙げられていたListを使った処理を実装してみた。ちゃんと消滅したので合ってるのかな？ 今後の講義で再実装するとの記載があったので、そこで答え合わせしたい！","#Java, #Minecraftプラグイン開発"
2025-04-26,オリジナルプラグイン開発（図鑑GUIを実装）,1,45,処理の流れはほぼ固まったので、ひたすらコードに落とし込んでいきたい！ GUI操作ではいろいろな処理を行ったり来たりすることが想定されるので、ちゃんと自分が思っている動作になるか、それぞれの処理の関係性を整理しておいたほうが良さそう。,"#Java, #Minecraftプラグイン開発, #個人開発, #Myアイテム図鑑"
